1
100 100
69	-22	-81	-43	41	24	-29	12	-57	-80	1	5	28	18	-75	69	-20	71	-31	1	11	25	-23	61	11	-58	40	55	76	-6	27	22	46	87	39	-98	51	50	80	-48	54	85	28	-79	20	19	31	-34	30	-17	95	-29	2	46	96	-60	-85	86	-75	64	-80	79	64	-28	-85	58	20	-22	-9	-55	-21	65	0	-56	-61	64	-37	-12	-84	78	-17	-49	63	58	83	50	-67	99	-36	94	43	44	61	-70	11	51	44	-79	-83	22
-56	96	-67	29	3	9	60	-10	83	80	-24	-98	-53	36	-9	86	97	83	-22	74	95	81	-18	100	14	22	58	-15	-56	-62	-60	59	99	80	-96	-23	79	43	35	-14	-68	-27	46	72	1	79	-91	83	69	44	-28	84	-47	91	69	-98	-88	-40	-13	91	13	72	66	-10	-64	95	-63	20	-31	92	-86	-77	76	-30	14	35	5	-13	51	-95	12	-54	-65	-45	8	31	-70	-7	78	-15	-37	-24	19	81	25	23	2	36	-67	5
18	-77	82	-42	-97	-36	60	-56	-40	-44	89	77	-32	-21	-76	37	-83	-71	-55	74	5	-14	-7	-30	75	71	1	-3	-58	-44	-17	20	-27	-78	-69	-26	-4	-44	-89	-80	21	-42	-52	47	-60	49	46	0	82	61	-3	-62	63	-37	-81	-28	-91	47	-57	-30	-43	10	84	32	43	79	20	82	-15	-53	-64	-98	-7	80	45	-57	69	-47	-37	94	-39	-38	94	56	-55	-66	-5	-95	80	-48	-89	-69	66	82	-52	-80	-89	88	-17	-67
3	-97	-25	70	100	100	27	21	62	-28	-82	37	15	69	91	-24	-63	-20	-64	-19	-97	-19	83	62	95	68	-43	-84	83	1	3	-10	29	-69	-1	-34	-75	-36	39	-47	7	-14	-61	-47	37	-12	-46	-90	-94	85	89	75	-25	-89	-80	-41	62	-59	-41	-2	-57	10	-17	9	-67	23	-18	-6	-14	97	-94	55	30	27	-48	-35	-43	-19	-98	-40	-69	4	12	18	-61	81	-53	-36	-90	-64	43	84	14	-75	-43	-62	-9	-95	3	-34
-62	31	45	92	-16	-20	-48	16	77	-69	68	0	32	31	-30	-47	-42	-7	-67	-97	34	-39	-99	-94	-42	-95	40	-23	-64	-4	47	69	-73	-46	-57	-85	40	-6	-53	47	27	-32	8	47	22	62	39	-53	35	52	-98	-3	-58	-77	-62	-12	84	93	79	15	78	63	60	-72	100	-64	85	61	-48	44	-22	-77	-43	-92	32	-1	-51	-54	28	78	-53	40	-86	-62	-75	39	37	86	-27	-67	48	-85	-8	-63	-52	-28	13	-2	64	19
85	37	31	-15	-82	1	96	-74	54	57	42	-51	48	89	-33	-55	60	-89	-51	87	14	6	87	67	30	-96	84	-6	50	26	-48	38	63	85	24	-50	63	10	67	-57	18	-27	12	-65	12	-59	-75	41	-94	-74	73	-70	52	3	-20	-23	34	-89	89	-15	-22	-4	59	-55	-56	-93	86	52	10	10	-81	-80	65	34	-48	31	-11	8	29	-99	97	78	35	-99	-36	22	-47	55	7	36	89	-77	-13	4	-11	-89	45	26	89	-94
6	84	-97	-49	83	-86	51	-85	45	75	-56	-79	-53	41	-89	-72	71	44	-9	-3	-87	5	87	-36	-56	-78	-77	9	-78	95	95	-26	-50	71	-95	-59	51	-65	-72	-88	-80	-20	23	37	2	10	-69	-19	72	23	-47	-85	80	-78	80	97	78	-63	72	62	85	-87	24	-72	71	46	72	23	-25	-66	64	93	-4	-49	7	-100	14	-50	-32	-13	99	42	-16	46	29	-29	-94	-32	73	-67	-83	-21	-4	-1	95	-47	14	40	65	-36
84	-23	19	-47	66	-9	-15	-76	89	-5	-45	-86	75	94	-30	78	-56	-98	21	-41	-32	83	11	5	86	-13	-76	-21	-70	69	30	-22	-41	-48	-7	62	92	8	19	81	93	-96	15	3	44	38	26	-24	82	-10	1	79	-23	-30	-63	30	22	-58	76	17	-16	-28	-37	13	-20	-77	-23	-81	-66	-56	73	41	36	64	12	25	-86	50	-82	-30	65	-68	85	44	91	-73	-39	-12	22	3	-2	64	-10	-41	65	71	58	-8	-48	72
-48	-40	61	-74	59	55	-74	64	-91	90	-54	-93	-21	37	85	64	29	-30	-63	26	-2	19	-32	-69	69	-55	-80	73	-72	21	-36	-33	-59	56	89	-57	4	5	1	9	-92	65	38	59	-11	-22	77	7	63	-64	-68	47	11	53	-45	43	22	65	-62	91	30	73	81	23	-31	-81	-42	-65	93	36	65	4	-2	26	-21	83	-17	-1	19	57	86	-40	52	14	-44	-41	-75	62	44	47	68	-10	-25	-78	-64	33	-57	-78	-85	-54
95	9	24	-91	86	-3	57	84	-35	-1	-82	-64	-82	67	32	28	25	0	13	-29	-100	-92	95	86	22	-87	-48	-14	-71	-82	-93	-80	48	44	15	18	13	27	-2	-35	-78	97	23	66	4	-89	97	85	100	86	71	10	48	-62	70	79	-98	48	99	-82	-4	-18	39	-13	92	64	80	-33	50	-7	-20	-5	-64	-38	72	71	27	-56	-52	-58	-65	38	-64	52	-19	-39	34	-72	-94	-22	27	59	-1	-68	65	-44	17	34	42	-82
-61	-50	-78	-73	-27	-39	62	90	-1	19	31	80	19	-92	-54	-26	-23	-65	0	41	63	68	-81	-27	88	65	49	76	-40	-15	-80	21	68	50	-54	66	-37	-23	-24	-63	-93	-2	-57	38	-64	-3	61	27	-76	31	-36	85	-81	29	26	29	18	-41	35	88	-14	0	94	16	44	-77	-11	38	7	-63	90	-5	-28	20	-55	58	-85	39	80	22	61	0	79	69	87	1	-61	-55	-76	0	-52	43	-41	70	40	-82	-51	-76	32	40
-4	-59	-34	84	-97	6	26	17	-66	-89	52	-96	-55	-12	-15	92	63	6	83	33	-77	-71	87	46	-3	82	21	28	-36	-25	53	20	-62	-29	-77	86	-1	-39	-91	45	83	-59	27	-26	58	-80	-64	89	2	73	87	40	26	-32	56	-95	-55	-49	68	-97	-11	32	26	-63	-86	-29	70	94	67	-67	-53	99	18	36	-81	96	53	100	11	64	9	-94	-43	57	35	40	46	94	-40	79	-8	-45	62	-75	-98	-13	82	12	64	47
-33	-19	25	-40	96	-46	21	-80	-54	-21	-72	-36	-56	-15	-9	-37	87	-84	11	-90	-57	20	52	22	-77	90	11	-27	50	10	-42	63	-39	-4	-95	3	36	-5	-36	9	-19	24	-47	-52	-47	51	51	60	11	-37	18	-98	89	19	-87	-96	13	-37	77	1	-29	-53	85	-64	61	76	-21	52	73	76	-98	46	-97	94	-100	-78	-50	-75	-82	-56	80	-82	-78	-24	-39	-68	39	-79	74	89	10	31	96	76	80	20	39	-92	49	-7
14	-17	100	-59	-10	-37	-14	-77	37	-86	24	23	-49	-13	45	-96	15	80	85	-2	-37	32	27	65	43	-44	-52	3	-69	0	46	-38	38	60	-32	52	-11	99	-71	-99	83	-7	5	-66	0	-60	-9	43	79	7	-38	26	80	-40	60	58	97	-90	-98	2	22	94	5	80	-54	-21	2	-13	60	-11	-71	88	-11	-97	37	10	21	-19	95	-72	29	29	-29	47	-38	20	-30	32	84	82	-49	-10	4	62	-30	-59	19	-41	88	-58
35	77	25	14	93	37	83	37	-21	-48	76	-74	11	-76	-72	39	42	87	-22	21	86	28	96	-85	48	72	-57	-79	88	78	73	15	-87	33	-21	-70	-24	-78	55	65	-70	-95	31	-28	-94	-87	-47	40	-33	-92	92	-1	-87	-35	69	-46	-52	1	-67	17	18	-21	-40	13	-85	20	8	47	75	2	37	19	5	51	0	87	93	-57	66	-7	95	-12	21	39	10	88	40	1	89	66	-24	-43	-100	-31	83	-57	-99	86	72	-24
-10	-85	-72	51	-1	-15	-57	-70	5	-44	48	15	91	-70	17	43	-47	93	-64	-74	-15	38	-54	-14	41	-83	75	-33	-19	-41	63	-27	-51	-36	82	2	-1	45	-28	-15	-24	-58	-75	-14	2	99	-45	20	-96	-84	-42	-58	33	54	1	-19	50	36	92	-33	-75	-24	-34	-14	-62	-53	97	71	-54	55	91	47	50	-21	-2	95	-36	-45	98	9	-73	-86	6	48	-66	-5	-35	2	44	-47	87	-10	66	-63	-28	-63	-11	-12	20	4
92	20	22	-28	-73	21	-16	56	-28	33	39	36	-97	28	15	-30	-15	-83	-63	-64	-73	-60	0	-62	10	79	32	57	-80	93	-76	-19	1	78	-44	-71	-34	-14	-98	28	-37	-81	87	69	9	-74	-27	2	-6	98	-9	-5	25	47	44	-95	-21	-83	-94	53	2	-75	17	15	-82	-9	-36	-94	-56	70	-50	-29	-25	14	-60	-16	-26	87	70	54	45	69	69	79	7	100	-21	26	34	-97	-65	60	40	-69	-14	-69	-41	-84	-55	-5
53	13	39	-35	46	-66	-25	-92	-6	66	14	-45	-95	49	76	76	-30	67	22	63	0	-36	23	76	-83	74	-8	-2	62	47	-11	-27	47	-90	-87	-88	20	-64	-55	77	-48	53	79	-51	-46	70	-94	-2	-19	45	-7	-16	95	51	96	79	-26	42	17	16	-2	15	-28	-46	-25	-1	9	34	27	61	97	-31	-30	-92	89	42	-31	-75	-63	-32	22	90	79	-91	76	26	22	-37	4	-2	-58	-99	-36	69	-96	-98	93	-73	-84	-7
84	-1	-74	50	23	53	-34	9	83	7	38	54	-22	69	0	62	-60	-3	81	87	49	-85	-47	62	-33	52	22	12	-60	38	89	7	-6	-59	88	76	29	16	58	-46	-75	68	-83	79	31	48	-40	56	52	70	-46	-4	2	-82	-1	-35	-29	-32	32	52	20	56	17	78	70	-8	84	-56	97	-16	92	-13	-88	62	90	-73	-34	-85	83	-73	76	73	72	-93	-60	2	61	79	-21	-16	-10	9	90	20	-72	13	11	9	24	78
67	3	-57	-39	-89	-36	-17	-34	80	-26	88	54	51	-25	-34	-63	-91	-76	81	34	96	70	-79	4	-81	32	-31	-58	-38	38	58	88	-73	-72	-26	26	14	10	81	-68	-7	-57	-80	57	-64	-65	11	-32	0	87	55	-65	31	80	-15	-8	-21	-11	46	95	81	-80	-34	51	-11	12	-36	-44	10	47	-31	-79	97	-78	86	-44	-50	9	-14	41	68	30	-41	-34	9	61	49	-67	20	-2	39	-19	-48	-27	4	45	79	19	-78	8
-60	-17	55	83	-93	-83	44	11	12	-97	20	16	-41	-72	39	8	10	-20	-12	16	80	-92	8	12	-49	72	-26	-77	10	-79	-67	62	-39	-47	-58	-99	-11	71	-25	56	-85	2	83	-38	-22	24	-5	-6	31	-26	-86	18	-7	-36	68	-26	-4	-41	-74	-50	59	-47	-59	58	10	-33	-96	25	-38	-32	3	-51	34	-83	80	-84	92	90	-53	68	-80	89	-82	82	-75	36	-47	77	-38	-41	-97	-25	-46	-84	-34	75	-18	98	-66	84
-83	-45	-86	34	-41	-43	100	1	95	-43	-80	-72	22	100	-46	79	93	-9	-39	93	-47	93	92	68	-59	-15	-98	22	-23	-16	19	-66	48	71	-51	-48	68	-62	-45	-41	6	12	-49	4	-7	5	0	-58	76	18	7	-60	-4	96	-91	-44	83	59	-79	40	-92	40	-60	-95	-93	11	-82	2	-43	72	-51	55	14	44	-40	62	48	27	-100	28	73	11	6	-83	-10	-50	62	62	49	-58	3	-26	-79	-24	3	10	-90	41	-84	32
99	56	49	65	73	87	-43	4	-56	-71	34	-28	-77	63	80	30	-61	65	-74	94	43	78	25	83	-81	-89	-27	19	29	-64	-52	-22	79	21	78	-70	52	-37	9	-33	-64	33	-70	70	89	8	75	-36	75	47	-31	-84	68	-89	-30	30	-46	61	11	-9	44	-25	-10	69	-99	-21	60	33	-98	68	65	6	-63	-5	-83	-62	-29	-20	-69	-32	-27	-61	-18	-29	-9	39	20	-96	70	-12	75	17	-100	-58	77	-74	97	-80	-28	15
98	75	29	0	-6	-4	62	-16	-34	60	44	60	37	38	98	-7	68	-70	-14	7	16	-31	29	-26	-59	-23	17	-9	-56	-65	-70	13	-77	57	-31	-16	28	68	12	25	-11	-95	68	-29	68	2	-65	18	-9	2	54	-25	-19	7	47	32	57	32	-34	-4	50	-45	-97	-61	-17	94	-96	-55	36	-3	-83	-29	-31	-1	60	9	-66	-84	3	42	-100	56	75	73	-32	47	-61	2	25	-61	80	-66	98	-74	-85	-5	28	80	80	25
-91	-30	-55	-63	-21	38	57	-88	23	23	-97	3	24	-28	-24	44	64	-54	-69	91	29	56	-84	-49	-25	17	-39	-56	-2	48	-32	-99	-56	-85	34	70	-32	28	9	-87	-61	53	81	-21	14	30	15	78	-9	-36	-40	-73	-32	50	89	25	-63	-23	21	51	-77	-90	75	-34	-36	78	-46	-19	-72	-44	-2	-14	100	-69	48	-63	66	98	60	-10	89	47	21	-81	9	29	-32	32	-97	4	25	-65	-70	-69	-8	98	-15	29	-57	-79
-43	-17	33	-65	-48	74	53	-14	54	-47	-54	2	-25	-85	-34	55	-78	89	31	-26	69	55	88	-7	-40	-99	70	16	83	5	-47	-50	99	-72	47	-84	0	74	90	60	-20	-80	19	90	68	28	82	69	14	39	3	-45	45	-5	48	-75	-96	0	68	76	37	6	79	99	-86	41	-2	12	14	-72	96	-27	20	-35	-8	-32	2	11	-62	45	53	25	-12	22	39	-66	3	79	85	9	-68	13	11	34	-39	-17	5	-41	64	-52
56	87	2	73	-85	-46	-82	-85	-36	-24	99	-37	63	91	28	-15	62	46	-75	68	-36	-14	44	37	-55	-77	-21	48	84	81	35	57	58	16	-57	77	70	55	76	-85	46	51	-56	51	-91	-48	-26	-29	-6	-27	-46	70	-43	-22	28	-69	-53	40	-82	19	23	88	-89	-79	-50	-35	70	36	49	75	-1	-96	32	-58	3	36	7	-4	-52	8	-88	79	66	-8	-83	-96	31	97	1	-5	-20	46	-49	5	-25	-28	-99	54	7	-96
6	29	-50	-74	6	-56	27	-83	65	58	-47	37	79	-3	2	30	-75	80	-94	48	-28	68	-26	83	39	73	3	55	4	60	34	11	-18	-92	11	4	78	50	48	54	64	33	-72	-51	-25	-75	-91	2	-2	35	25	-70	83	69	31	58	10	-73	-1	-66	-71	-31	-32	-4	10	63	46	3	43	47	-73	-53	43	28	3	-88	4	87	-59	-86	-78	-84	-9	82	93	39	-32	40	41	-25	-39	46	58	-30	-91	-76	-6	-94	30	92
-46	-44	-37	-45	-20	-19	-21	-18	95	-61	-85	-20	47	-86	48	83	98	57	33	64	68	-20	-45	87	-65	70	42	-20	5	52	58	58	8	-16	46	27	21	82	-16	47	-96	-95	-30	78	65	50	-2	-65	-71	-97	22	-99	-30	51	-81	-7	22	-81	-89	-50	40	-92	-27	43	-13	86	18	16	18	-78	-2	-11	66	-98	73	-25	77	-84	54	-98	-77	-17	-80	4	44	-39	-87	37	-59	-33	45	-56	-62	-47	80	-8	79	-52	-13	-37
60	83	33	-87	45	62	-16	47	2	64	-70	61	-23	12	55	-72	32	-24	-11	-47	-46	51	-47	29	-77	30	49	-83	-5	-68	0	93	-48	92	40	-85	50	-16	-50	-5	51	93	19	98	-100	14	-59	-57	13	-17	76	48	-73	93	-48	27	39	87	-51	11	-35	-96	-64	-27	-98	5	6	-15	-40	-83	98	-57	-90	88	40	5	23	-16	-44	13	36	23	-77	-68	-70	-83	-57	92	-19	-57	-53	32	37	-14	-71	-31	-97	-79	-85	-31
50	-36	-3	81	35	99	3	-9	79	93	-98	82	-67	74	76	-96	72	-96	-1	27	-67	16	-75	-89	55	-55	-25	-76	32	-6	83	-56	-72	-11	29	97	-28	-49	13	-46	-22	-71	88	57	-64	29	43	-70	98	-97	-92	-75	83	6	-80	19	76	-39	-44	92	80	69	-81	90	-43	-62	41	70	-95	5	-27	47	40	-3	-5	100	-54	-30	61	28	-43	-28	1	97	-49	19	34	31	69	80	-50	-21	-33	25	-1	42	96	78	-4	43
28	-89	9	15	-33	4	-100	-80	-27	-14	-36	38	-44	-25	75	-23	94	53	3	-95	-38	-55	-88	-23	-73	69	58	72	85	-82	-11	92	15	3	-2	-80	-100	-35	-68	56	4	-87	-86	-100	60	-38	-46	15	-41	-8	78	-36	79	21	-4	63	-47	22	20	9	-25	92	94	-89	-60	51	-54	7	-18	-87	-97	85	-100	35	-57	-10	-24	82	36	-98	-73	35	16	-72	-77	-43	67	-61	-92	37	71	29	16	-9	-4	20	-96	-90	-50	66
-5	-57	-16	31	-55	35	-96	63	83	-61	-11	-22	84	-91	49	29	87	-11	3	6	100	29	71	1	-57	-30	87	-53	95	-54	-92	-68	-19	40	-40	10	0	58	36	-77	-100	-28	76	80	-80	49	-98	86	67	-29	40	-70	49	28	64	-63	39	-46	33	94	58	-45	9	35	-3	2	83	49	34	56	-62	-8	-28	68	77	33	78	5	-73	29	-45	54	50	24	81	33	-63	-86	-62	31	97	44	84	-61	-78	29	-27	-34	21	92
38	66	-94	73	35	98	64	-35	-86	-77	9	89	-12	41	-51	92	-35	96	-96	-4	-37	2	11	36	-54	54	36	70	-5	-98	-99	-23	31	-6	-34	-79	-58	97	-63	-90	98	37	-47	28	-75	-41	-48	76	-25	-21	83	-22	21	-45	-63	26	-15	59	-25	-77	95	-77	16	38	-35	-87	7	-87	-15	29	-51	45	13	-89	58	-78	60	10	-21	27	79	26	-65	-27	6	57	25	14	17	5	55	47	-97	77	-2	-76	80	-99	25	-7
50	77	52	-5	-32	71	89	-15	25	9	-19	53	71	82	72	-24	61	-9	93	42	-27	-82	-94	37	82	62	-67	-98	78	-30	15	53	50	90	-99	9	15	84	-50	-73	-5	-44	36	-32	-64	66	-84	48	-6	27	98	-33	3	35	-46	21	9	60	17	33	-32	78	54	-68	61	-15	54	67	-87	-99	-50	3	50	-70	96	86	38	8	-42	-47	38	-76	-50	86	-40	-50	-20	83	90	6	-7	-35	90	63	95	3	-53	99	67	-3
-64	-80	95	-81	-72	81	-79	83	-64	69	-13	-48	-49	-50	-5	82	62	-77	-82	22	100	-1	-1	-48	67	93	-45	3	99	-52	13	27	27	60	36	31	-94	44	29	-42	62	-6	59	-76	-99	-66	90	-10	-52	-84	-99	23	60	-90	-19	-25	23	48	-51	50	21	23	-70	-70	-59	-93	-47	-30	-88	77	79	50	86	51	31	88	75	51	91	-21	37	-93	-25	-13	61	27	17	31	-69	95	93	-39	-67	-43	-96	-35	80	97	-55	-85
-12	73	-49	-38	7	78	-91	58	-86	49	-82	-96	-78	-7	-8	79	26	8	-2	24	-32	-87	-7	34	33	75	-89	24	36	87	98	-76	-51	82	72	56	-77	93	-79	0	-58	-98	26	-37	35	22	50	-9	51	12	-91	72	-91	37	11	72	47	-96	30	77	63	54	91	-29	-67	-100	79	-45	-13	4	40	-12	-40	7	28	59	67	88	65	51	-17	27	75	-19	32	6	-100	-50	-13	8	75	79	-13	26	-91	45	44	-59	52	-9
69	62	-33	78	0	-73	-50	46	100	-54	-47	91	-91	-6	-90	-23	-73	-45	65	-53	38	-40	30	61	-49	76	39	-18	60	-32	-47	-73	-12	38	-94	29	5	3	81	-32	-86	56	-18	37	-16	7	-87	-9	-92	-17	-55	-27	-8	99	-94	36	29	-57	-81	30	42	50	-99	89	-80	-25	-39	33	31	-61	-19	19	-65	2	70	-54	-67	-23	-82	76	-60	82	23	6	-53	77	-48	-76	44	-36	-83	94	95	-96	97	60	5	69	-14	100
-4	100	-53	43	31	-16	99	29	-57	42	-75	-4	-73	-61	66	6	67	52	-54	99	-75	-86	-41	-83	-19	-30	34	-40	-72	-89	-100	36	-98	0	97	38	-30	-97	-93	12	-42	15	26	-70	61	0	-15	76	57	4	-49	-48	9	-69	95	17	-20	44	-59	4	35	15	34	-34	50	30	67	74	-10	9	-61	74	-50	93	-98	65	9	24	61	-80	-48	23	-7	62	74	-99	90	54	-66	39	8	-5	6	28	-35	83	-73	-31	20	16
0	-24	-5	68	45	-24	-1	-87	-71	54	-79	-94	73	-9	96	-28	33	-10	-25	0	0	-64	-47	-94	-86	-53	-1	73	-70	-36	-84	47	31	-70	-22	-11	-26	71	70	82	-53	-58	-81	12	-22	-88	-83	-64	-20	80	-59	91	64	20	-97	8	-7	58	-56	-18	-76	-62	-5	-9	-82	-48	66	-65	-52	-45	69	-69	-49	-12	27	-3	-6	17	46	92	-83	-51	23	-28	63	-9	77	66	27	-20	-98	97	80	33	-45	-95	42	-61	44	-89
-97	-97	63	-52	23	56	33	15	96	14	-2	44	-87	-9	38	-30	51	-85	68	16	-32	-22	-7	81	-7	-35	17	-88	-42	-9	-62	-10	29	12	-56	28	46	48	76	46	3	-18	-58	-97	33	25	22	-32	-5	-10	-31	-33	74	-13	-47	18	37	68	6	27	-3	-9	89	-34	-21	-90	-52	-1	29	25	-42	-12	-49	63	87	54	24	40	-46	36	-49	-4	63	-85	21	21	-86	0	-98	-16	58	54	84	77	-28	-60	64	-5	67	-33
